Copyright 1986-2016 Xilinx, Inc. All Rights Reserved.
-----------------------------------------------------------------------------------------------
| Tool Version : Vivado v.2016.2 (lin64) Build 1577090 Thu Jun  2 16:32:35 MDT 2016
| Date         : Wed Nov 18 21:46:49 2020
| Host         : umma running 64-bit Ubuntu 18.04.4 LTS
| Command      : report_utilization -hierarchical -file ./Impl/TopDown/top-post-place-util.txt
| Design       : mkPcieTop
| Device       : 7vx485tffg1761-2
| Design State : Fully Placed
-----------------------------------------------------------------------------------------------

Utilization Design Information

Table of Contents
-----------------
1. Utilization by Hierarchy

1. Utilization by Hierarchy
---------------------------

+-------------------------------------------------------------------------------------+-----------------------------------------------+------------+------------+---------+------+-------+--------+--------+--------------+
|                                       Instance                                      |                     Module                    | Total LUTs | Logic LUTs | LUTRAMs | SRLs |  FFs  | RAMB36 | RAMB18 | DSP48 Blocks |
|     reqs0_1                                                                         |                    SizedFIFO__parameterized19 |         82 |         50 |      32 |    0 |    50 |      0 |      0 |            0 |
|     sglId_gen_comp_fifo                                                             |                       FIFO2__parameterized100 |          2 |          2 |       0 |    0 |     2 |      0 |      0 |            0 |
|     sglId_gen_retFifo                                                               |                       FIFO2__parameterized101 |        145 |        145 |       0 |    0 |    12 |      0 |      0 |            0 |
|     sglId_gen_tagFifo                                                               |                       FIFO2__parameterized102 |         12 |         12 |       0 |    0 |    12 |      0 |      0 |            0 |
|     stage3Params_1                                                                  |                       FIFO2__parameterized104 |        101 |        101 |       0 |    0 |   148 |      0 |      0 |            0 |
|     stage4Params_1                                                                  |                       FIFO2__parameterized106 |         80 |         80 |       0 |    0 |   101 |      0 |      0 |            0 |
|     translationTable_cbram_bram                                                     |                         BRAM2__parameterized7 |          2 |          2 |       0 |    0 |     0 |      7 |      0 |            0 |
|     translationTable_cbram_responseFifo_1                                           |                       FIFO2__parameterized108 |         34 |         34 |       0 |    0 |    58 |      0 |      0 |            0 |
|   portalTop_lMemServerIndicationProxy_rv                                            |               mkMemServerIndicationProxySynth |        406 |        406 |       0 |    0 |   444 |      0 |      0 |            0 |
|     (portalTop_lMemServerIndicationProxy_rv)                                        |               mkMemServerIndicationProxySynth |          1 |          1 |       0 |    0 |   131 |      0 |      0 |            0 |
|     dut                                                                             |                   mkMemServerIndicationOutput |        179 |        179 |       0 |    0 |   140 |      0 |      0 |            0 |
|       indicationPipes                                                               |              mkMemServerIndicationOutputPipes |        179 |        179 |       0 |    0 |   140 |      0 |      0 |            0 |
|     memslave_doneFifo                                                               |                        FIFO1__parameterized36 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |            0 |
|     memslave_fifoReadAddrGenerator_addrBeatFifo                                     |                       FIFO2__parameterized109 |         87 |         87 |       0 |    0 |    14 |      0 |      0 |            0 |
|     memslave_fifoReadAddrGenerator_requestFifo                                      |                        FIFO1__parameterized37 |         30 |         30 |       0 |    0 |    17 |      0 |      0 |            0 |
|     memslave_fifoWriteAddrGenerator_addrBeatFifo                                    |                       FIFO2__parameterized110 |         14 |         14 |       0 |    0 |    14 |      0 |      0 |            0 |
|     memslave_fifoWriteAddrGenerator_requestFifo                                     |                        FIFO1__parameterized38 |         30 |         30 |       0 |    0 |    16 |      0 |      0 |            0 |
|     memslave_fifoWriteDoneFifo                                                      |                       FIFO2__parameterized111 |          3 |          3 |       0 |    0 |     2 |      0 |      0 |            0 |
|     memslave_req_ars                                                                |                        FIFO1__parameterized39 |          1 |          1 |       0 |    0 |    17 |      0 |      0 |            0 |
|     memslave_req_aws                                                                |                        FIFO1__parameterized40 |          1 |          1 |       0 |    0 |    16 |      0 |      0 |            0 |
|     memslave_rs                                                                     |                        FIFO1__parameterized41 |         18 |         18 |       0 |    0 |     3 |      0 |      0 |            0 |
|     memslave_rsCtrl                                                                 |                        FIFO1__parameterized42 |          1 |          1 |       0 |    0 |     2 |      0 |      0 |            0 |
|     memslave_rvFifo                                                                 |                       FIFO2__parameterized112 |         38 |         38 |       0 |    0 |    68 |      0 |      0 |            0 |
|     memslave_ws                                                                     |                        FIFO1__parameterized43 |          3 |          3 |       0 |    0 |     1 |      0 |      0 |            0 |
|     memslave_wsCtrl                                                                 |                        FIFO1__parameterized44 |          0 |          0 |       0 |    0 |     2 |      0 |      0 |            0 |
|   portalTop_lMemServerRequestWrapper_dut                                            |       mkMemServerRequestWrapperMemPortalPipes |        275 |        275 |       0 |    0 |   460 |      0 |      0 |            0 |
|     (portalTop_lMemServerRequestWrapper_dut)                                        |       mkMemServerRequestWrapperMemPortalPipes |          1 |          1 |       0 |    0 |   132 |      0 |      0 |            0 |
|     dut                                                                             |                       mkMemServerRequestInput |         64 |         64 |       0 |    0 |    85 |      0 |      0 |            0 |
|       (dut)                                                                         |                       mkMemServerRequestInput |          1 |          1 |       0 |    0 |    22 |      0 |      0 |            0 |
|       addrTrans_requestAdapter_fifo                                                 |                        FIFO1__parameterized45 |         45 |         45 |       0 |    0 |    54 |      0 |      0 |            0 |
|       memoryTraffic_requestAdapter_fifo                                             |                        FIFO1__parameterized46 |          6 |          6 |       0 |    0 |     2 |      0 |      0 |            0 |
|       setTileState_requestAdapter_fifo                                              |                        FIFO1__parameterized47 |          4 |          4 |       0 |    0 |     5 |      0 |      0 |            0 |
|       stateDbg_requestAdapter_fifo                                                  |                        FIFO1__parameterized48 |          8 |          8 |       0 |    0 |     2 |      0 |      0 |            0 |
|     memslave_doneFifo                                                               |                        FIFO1__parameterized49 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |            0 |
|     memslave_fifoReadAddrGenerator_addrBeatFifo                                     |                       FIFO2__parameterized113 |         51 |         51 |       0 |    0 |    16 |      0 |      0 |            0 |
|     memslave_fifoReadAddrGenerator_requestFifo                                      |                        FIFO1__parameterized50 |         27 |         27 |       0 |    0 |    17 |      0 |      0 |            0 |
|     memslave_fifoWriteAddrGenerator_addrBeatFifo                                    |                       FIFO2__parameterized114 |         13 |         13 |       0 |    0 |    14 |      0 |      0 |            0 |
|     memslave_fifoWriteAddrGenerator_requestFifo                                     |                        FIFO1__parameterized51 |         27 |         27 |       0 |    0 |    16 |      0 |      0 |            0 |
|     memslave_fifoWriteDoneFifo                                                      |                       FIFO2__parameterized115 |          2 |          2 |       0 |    0 |     2 |      0 |      0 |            0 |
|     memslave_req_ars                                                                |                        FIFO1__parameterized52 |          1 |          1 |       0 |    0 |    17 |      0 |      0 |            0 |
|     memslave_req_aws                                                                |                        FIFO1__parameterized53 |          1 |          1 |       0 |    0 |    16 |      0 |      0 |            0 |
|     memslave_rs                                                                     |                        FIFO1__parameterized54 |          3 |          3 |       0 |    0 |     3 |      0 |      0 |            0 |
|     memslave_rsCtrl                                                                 |                        FIFO1__parameterized55 |          0 |          0 |       0 |    0 |     2 |      0 |      0 |            0 |
|     memslave_rvFifo                                                                 |                       FIFO2__parameterized116 |         36 |         36 |       0 |    0 |    68 |      0 |      0 |            0 |
|     memslave_writeDataFifo                                                          |                       FIFO2__parameterized117 |         38 |         38 |       0 |    0 |    66 |      0 |      0 |            0 |
|     memslave_ws                                                                     |                        FIFO1__parameterized56 |          6 |          6 |       0 |    0 |     3 |      0 |      0 |            0 |
|     memslave_wsCtrl                                                                 |                        FIFO1__parameterized57 |          5 |          5 |       0 |    0 |     2 |      0 |      0 |            0 |
|   portalTop_lMemServer_reader_readers_0_clientBurstLen                              |                                       RegFile |         22 |         14 |       8 |    0 |     0 |      0 |      0 |            0 |
|   portalTop_lMemServer_reader_readers_0_clientSelect                                |                       FIFO2__parameterized119 |          7 |          7 |       0 |    0 |     2 |      0 |      0 |            0 |
|   portalTop_lMemServer_reader_readers_0_serverData                                  |                       FIFO2__parameterized121 |         16 |         16 |       0 |    0 |    12 |      0 |      0 |            0 |
|   portalTop_lMemServer_reader_readers_0_serverProcessing_memory                     |                         BRAM2__parameterized9 |          0 |          0 |       0 |    0 |     0 |      1 |      0 |            0 |
|   portalTop_lMemServer_reader_readers_0_serverProcessing_serverAdapterA_outDataCore |                    SizedFIFO__parameterized24 |         13 |         13 |       0 |    0 |     5 |      0 |      0 |            0 |
|   portalTop_lMemServer_reader_readers_0_serverProcessing_serverAdapterB_outDataCore |                    SizedFIFO__parameterized25 |         60 |         48 |      12 |    0 |    14 |      0 |      0 |            0 |
|   portalTop_lMemServer_reader_readers_0_serverTag                                   |                       FIFO2__parameterized123 |          5 |          5 |       0 |    0 |     2 |      0 |      0 |            0 |
|   portalTop_lMemServer_reader_readers_0_tag_gen_comp_fifo                           |                       FIFO2__parameterized124 |         14 |         14 |       0 |    0 |    12 |      0 |      0 |            0 |
|   portalTop_lMemServer_reader_readers_0_tag_gen_retFifo                             |                       FIFO2__parameterized125 |        102 |        102 |       0 |    0 |    12 |      0 |      0 |            0 |
|   portalTop_lMemServer_reader_readers_0_tag_gen_tagFifo                             |                       FIFO2__parameterized126 |         17 |         17 |       0 |    0 |     7 |      0 |      0 |            0 |
|   portalTop_lMemServer_writer_addrReqFifo                                           |                       FIFO2__parameterized127 |         34 |         34 |       0 |    0 |    34 |      0 |      0 |            0 |
|   portalTop_lMemServer_writer_writers_0_clientResponse                              |                       FIFO2__parameterized128 |          1 |          1 |       0 |    0 |     2 |      0 |      0 |            0 |
|   portalTop_lMemServer_writer_writers_0_memDataFifo                                 |                       FIFO2__parameterized132 |         68 |         68 |       0 |    0 |    67 |      0 |      0 |            0 |
|   portalTop_lMemServer_writer_writers_0_respFifos_serverAdapterB_outDataCore        |                    SizedFIFO__parameterized29 |         10 |         10 |       0 |    0 |     5 |      0 |      0 |            0 |
|   portalTop_lMemServer_writer_writers_0_tag_gen_comp_fifo                           |                       FIFO2__parameterized134 |          2 |          2 |       0 |    0 |     2 |      0 |      0 |            0 |
|   portalTop_lMemServer_writer_writers_0_tag_gen_retFifo                             |                       FIFO2__parameterized135 |        105 |        105 |       0 |    0 |    12 |      0 |      0 |            0 |
|   portalTop_lMemServer_writer_writers_0_tag_gen_tagFifo                             |                       FIFO2__parameterized136 |         11 |         11 |       0 |    0 |     2 |      0 |      0 |            0 |
|   tile_0                                                                            |                                mkConnectalTop |     255023 |     240019 |   15000 |    4 | 72891 |    818 |     10 |            0 |
|     (tile_0)                                                                        |                                mkConnectalTop |        413 |        409 |       0 |    4 |  9626 |      0 |      0 |            0 |
|     ctrl_mux_rv_doneFifo                                                            |                        FIFO1__parameterized58 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |            0 |
|     ctrl_mux_rv_readDataPipes_0_fifo                                                |                       FIFO2__parameterized137 |         38 |         38 |       0 |    0 |    68 |      0 |      0 |            0 |
|     ctrl_mux_rv_readDataPipes_1_fifo                                                |                       FIFO2__parameterized138 |         71 |         71 |       0 |    0 |    68 |      0 |      0 |            0 |
|     ctrl_mux_rv_read_data_funnel_buffs_0_0                                          |                       FIFO2__parameterized139 |         37 |         37 |       0 |    0 |    68 |      0 |      0 |            0 |
|     ctrl_mux_rv_req_ars                                                             |                        FIFO1__parameterized59 |          3 |          3 |       0 |    0 |    24 |      0 |      0 |            0 |
|     ctrl_mux_rv_req_aws                                                             |                        FIFO1__parameterized60 |          3 |          3 |       0 |    0 |    23 |      0 |      0 |            0 |
|     ctrl_mux_rv_rs                                                                  |                        FIFO1__parameterized61 |          8 |          8 |       0 |    0 |     2 |      0 |      0 |            0 |
|     ctrl_mux_rv_writeDataPipes_0_fifo                                               |                       FIFO2__parameterized141 |          4 |          4 |       0 |    0 |     4 |      0 |      0 |            0 |
|     ctrl_mux_rv_writeDataPipes_1_fifo                                               |                       FIFO2__parameterized142 |         37 |         37 |       0 |    0 |    66 |      0 |      0 |            0 |
|     ctrl_mux_rv_write_data                                                          |                       FIFO2__parameterized143 |         43 |         43 |       0 |    0 |    68 |      0 |      0 |            0 |
|     ctrl_mux_rv_write_data_unfunnel_rv_buff_0_0_0                                   |                       FIFO2__parameterized144 |          2 |          2 |       0 |    0 |     4 |      0 |      0 |            0 |
|     ctrl_mux_rv_write_data_unfunnel_rv_buff_0_0_1                                   |                       FIFO2__parameterized145 |         34 |         34 |       0 |    0 |    66 |      0 |      0 |            0 |
|     ctrl_mux_rv_ws                                                                  |                        FIFO1__parameterized62 |         11 |         11 |       0 |    0 |     2 |      0 |      0 |            0 |
|     lHostIndicationOutput                                                           |                        mkHostIndicationOutput |        154 |        154 |       0 |    0 |   201 |      0 |      0 |            0 |
|       indicationPipes                                                               |                   mkHostIndicationOutputPipes |        154 |        154 |       0 |    0 |   201 |      0 |      0 |            0 |
|     lHostRequestInput                                                               |                            mkHostRequestInput |         35 |         35 |       0 |    0 |  1171 |      0 |      0 |            0 |
|       (lHostRequestInput)                                                           |                            mkHostRequestInput |          5 |          5 |       0 |    0 |   521 |      0 |      0 |            0 |
|       dma_rdReq_ll_requestAdapter_fifo                                              |                        FIFO1__parameterized63 |          1 |          1 |       0 |    0 |    15 |      0 |      0 |            0 |
|       dma_rdReq_mem_requestAdapter_fifo                                             |                        FIFO1__parameterized64 |          0 |          0 |       0 |    0 |    17 |      0 |      0 |            0 |
|       dma_rdResp_ll_rq_requestAdapter_fifo                                          |                        FIFO1__parameterized65 |          1 |          1 |       0 |    0 |     3 |      0 |      0 |            0 |
|       dma_rdResp_mem_rq_requestAdapter_fifo                                         |                        FIFO1__parameterized66 |          3 |          3 |       0 |    0 |     3 |      0 |      0 |            0 |
|       dma_wrReq_ll_requestAdapter_fifo                                              |                        FIFO1__parameterized67 |          2 |          2 |       0 |    0 |   271 |      0 |      0 |            0 |
|       dma_wrReq_mem_requestAdapter_fifo                                             |                        FIFO1__parameterized68 |          6 |          6 |       0 |    0 |   276 |      0 |      0 |            0 |
|       start_requestAdapter_fifo                                                     |                        FIFO1__parameterized69 |         17 |         17 |       0 |    0 |    65 |      0 |      0 |            0 |
|     lHost_mem                                                                       |                                   mkCCBramMem |     240034 |     235978 |    4056 |    0 | 61011 |    818 |     10 |            0 |
|       (lHost_mem)                                                                   |                                   mkCCBramMem |      11757 |      11757 |       0 |    0 | 38675 |      0 |      0 |            0 |
|       cci_m102_pff                                                                  |                       FIFO2__parameterized146 |       5290 |       5290 |       0 |    0 |   654 |      0 |      0 |            0 |
|       cci_m103_pff                                                                  |                       FIFO2__parameterized147 |        857 |        857 |       0 |    0 |   644 |      0 |      0 |            0 |
|       cci_m104_pff                                                                  |                       FIFO2__parameterized148 |       1716 |       1716 |       0 |    0 |   654 |      0 |      0 |            0 |
|       cci_m106_bram_bram                                                            |                        BRAM2__parameterized11 |         19 |         19 |       0 |    0 |     0 |      1 |      0 |            0 |
|       cci_m107_bram_bram                                                            |                        BRAM2__parameterized12 |         36 |         36 |       0 |    0 |     0 |      1 |      0 |            0 |
|       cci_m108_bram_bram                                                            |                        BRAM2__parameterized13 |         18 |         18 |       0 |    0 |     0 |      1 |      0 |            0 |
|       cci_m109_bram_bram                                                            |                        BRAM2__parameterized14 |         21 |         21 |       0 |    0 |     0 |      1 |      0 |            0 |
|       cci_m10_bram_bram                                                             |                        BRAM2__parameterized15 |         17 |         17 |       0 |    0 |     0 |      2 |      0 |            0 |
|       cci_m110_bram_bram                                                            |                        BRAM2__parameterized16 |         18 |         18 |       0 |    0 |     0 |      1 |      0 |            0 |
|       cci_m111_bram_bram                                                            |                        BRAM2__parameterized17 |         34 |         34 |       0 |    0 |     0 |      1 |      0 |            0 |
|       cci_m112_bram_bram                                                            |                        BRAM2__parameterized18 |         18 |         18 |       0 |    0 |     0 |      1 |      0 |            0 |
|       cci_m113_bram_bram                                                            |                        BRAM2__parameterized19 |         34 |         34 |       0 |    0 |     0 |      1 |      0 |            0 |
|       cci_m114_bram_bram                                                            |                        BRAM2__parameterized20 |         23 |         23 |       0 |    0 |     0 |      1 |      0 |            0 |
|       cci_m115_bram_bram                                                            |                        BRAM2__parameterized21 |         21 |         21 |       0 |    0 |     0 |      1 |      0 |            0 |
|       cci_m116_bram_bram                                                            |                        BRAM2__parameterized22 |         30 |         30 |       0 |    0 |     0 |      1 |      0 |            0 |
|       cci_m117_bram_bram                                                            |                        BRAM2__parameterized23 |         36 |         36 |       0 |    0 |     0 |      1 |      0 |            0 |
|       cci_m118_bram_bram                                                            |                        BRAM2__parameterized24 |        653 |        653 |       0 |    0 |     0 |     28 |      1 |            0 |
|       cci_m119_bram_bram                                                            |                                         BRAM2 |        742 |        742 |       0 |    0 |     0 |      1 |      0 |            0 |
|       cci_m11_bram_bram                                                             |                        BRAM2__parameterized25 |         44 |         44 |       0 |    0 |     0 |      2 |      0 |            0 |
|       cci_m121_pff                                                                  |                    SizedFIFO__parameterized31 |        791 |        599 |     192 |    0 |   298 |      0 |      0 |            0 |
|       cci_m122_pff                                                                  |                    SizedFIFO__parameterized32 |       6903 |       6683 |     220 |    0 |   340 |      0 |      0 |            0 |
|       cci_m126_pff                                                                  |                       FIFO2__parameterized149 |        847 |        847 |       0 |    0 |   651 |      0 |      0 |            0 |
|       cci_m127_pff                                                                  |                       FIFO2__parameterized150 |        961 |        961 |       0 |    0 |   644 |      0 |      0 |            0 |
|       cci_m128_pff                                                                  |                       FIFO2__parameterized151 |      16706 |      16706 |       0 |    0 |   654 |      0 |      0 |            0 |
|       cci_m129_pff                                                                  |                       FIFO2__parameterized152 |        582 |        582 |       0 |    0 |   539 |      0 |      0 |            0 |
|       cci_m12_bram_bram                                                             |                        BRAM2__parameterized26 |         17 |         17 |       0 |    0 |     0 |      2 |      0 |            0 |
|       cci_m130_pff                                                                  |                       FIFO2__parameterized153 |       1490 |       1490 |       0 |    0 |   542 |      0 |      0 |            0 |
|       cci_m132_bram_bram                                                            |                        BRAM2__parameterized27 |         26 |         26 |       0 |    0 |     0 |      1 |      0 |            0 |
|       cci_m133_bram_bram                                                            |                        BRAM2__parameterized28 |         17 |         17 |       0 |    0 |     0 |      1 |      0 |            0 |
|       cci_m134_bram_bram                                                            |                        BRAM2__parameterized29 |         19 |         19 |       0 |    0 |     0 |      1 |      0 |            0 |
|       cci_m135_bram_bram                                                            |                        BRAM2__parameterized30 |         26 |         26 |       0 |    0 |     0 |      1 |      0 |            0 |
|       cci_m136_bram_bram                                                            |                        BRAM2__parameterized31 |        392 |        392 |       0 |    0 |     0 |      7 |      1 |            0 |
|       cci_m137_bram_bram                                                            |                        BRAM2__parameterized32 |        559 |        559 |       0 |    0 |     0 |      0 |      1 |            0 |
|       cci_m139_pff                                                                  |                    SizedFIFO__parameterized33 |        791 |        599 |     192 |    0 |   298 |      0 |      0 |            0 |
|       cci_m13_bram_bram                                                             |                        BRAM2__parameterized33 |         26 |         26 |       0 |    0 |     0 |      2 |      0 |            0 |
|       cci_m140_pff                                                                  |                    SizedFIFO__parameterized34 |       6901 |       6681 |     220 |    0 |   338 |      0 |      0 |            0 |
|       cci_m144_pff                                                                  |                       FIFO2__parameterized154 |        516 |        516 |       0 |    0 |   651 |      0 |      0 |            0 |
|       cci_m145_pff                                                                  |                       FIFO2__parameterized155 |        639 |        639 |       0 |    0 |   644 |      0 |      0 |            0 |
|       cci_m146_pff                                                                  |                       FIFO2__parameterized156 |       8454 |       8454 |       0 |    0 |   654 |      0 |      0 |            0 |
|       cci_m147_pff                                                                  |                       FIFO2__parameterized157 |        423 |        423 |       0 |    0 |   538 |      0 |      0 |            0 |
|       cci_m148_pff                                                                  |                       FIFO2__parameterized158 |       1422 |       1422 |       0 |    0 |   542 |      0 |      0 |            0 |
|       cci_m14_bram_bram                                                             |                        BRAM2__parameterized34 |         17 |         17 |       0 |    0 |     0 |      2 |      0 |            0 |
|       cci_m150_bram_bram                                                            |                        BRAM2__parameterized35 |         26 |         26 |       0 |    0 |     0 |      1 |      0 |            0 |
|       cci_m151_bram_bram                                                            |                        BRAM2__parameterized36 |         17 |         17 |       0 |    0 |     0 |      1 |      0 |            0 |
|       cci_m152_bram_bram                                                            |                        BRAM2__parameterized37 |         19 |         19 |       0 |    0 |     0 |      1 |      0 |            0 |
|       cci_m153_bram_bram                                                            |                        BRAM2__parameterized38 |         26 |         26 |       0 |    0 |     0 |      1 |      0 |            0 |
|       cci_m154_bram_bram                                                            |                        BRAM2__parameterized39 |        392 |        392 |       0 |    0 |     0 |      7 |      1 |            0 |
|       cci_m155_bram_bram                                                            |                        BRAM2__parameterized40 |        559 |        559 |       0 |    0 |     0 |      0 |      1 |            0 |
|       cci_m15_bram_bram                                                             |                        BRAM2__parameterized41 |         17 |         17 |       0 |    0 |     0 |      2 |      0 |            0 |
|       cci_m16_bram_bram                                                             |                        BRAM2__parameterized42 |         26 |         26 |       0 |    0 |     0 |      2 |      0 |            0 |
|       cci_m17_bram_bram                                                             |                        BRAM2__parameterized43 |         17 |         17 |       0 |    0 |     0 |      2 |      0 |            0 |
|       cci_m18_bram_bram                                                             |                        BRAM2__parameterized44 |         17 |         17 |       0 |    0 |     0 |      2 |      0 |            0 |
|       cci_m19_bram_bram                                                             |                        BRAM2__parameterized45 |         26 |         26 |       0 |    0 |     0 |      2 |      0 |            0 |
|       cci_m1_pff                                                                    |                    SizedFIFO__parameterized35 |       4053 |       3833 |     220 |    0 |   337 |      0 |      0 |            0 |
|       cci_m20_bram_bram                                                             |                        BRAM2__parameterized46 |         24 |         24 |       0 |    0 |     0 |      2 |      0 |            0 |
|       cci_m21_bram_bram                                                             |                        BRAM2__parameterized47 |         18 |         18 |       0 |    0 |     0 |      2 |      0 |            0 |
|       cci_m22_bram_bram                                                             |                        BRAM2__parameterized48 |         35 |         35 |       0 |    0 |     0 |      2 |      0 |            0 |
|       cci_m23_bram_bram                                                             |                        BRAM2__parameterized49 |         20 |         20 |       0 |    0 |     0 |      2 |      0 |            0 |
|       cci_m24_bram_bram                                                             |                        BRAM2__parameterized50 |         39 |         39 |       0 |    0 |     0 |      2 |      0 |            0 |
|       cci_m25_bram_bram                                                             |                        BRAM2__parameterized51 |         26 |         26 |       0 |    0 |     0 |      2 |      0 |            0 |
|       cci_m26_bram_bram                                                             |                        BRAM2__parameterized52 |         34 |         34 |       0 |    0 |     0 |      2 |      0 |            0 |
|       cci_m27_bram_bram                                                             |                        BRAM2__parameterized53 |         25 |         25 |       0 |    0 |     0 |      2 |      0 |            0 |
|       cci_m28_bram_bram                                                             |                        BRAM2__parameterized54 |         22 |         22 |       0 |    0 |     0 |      2 |      0 |            0 |
|       cci_m29_bram_bram                                                             |                        BRAM2__parameterized55 |         34 |         34 |       0 |    0 |     0 |      2 |      0 |            0 |
|       cci_m2_pff                                                                    |                    SizedFIFO__parameterized36 |       4937 |       4721 |     216 |    0 |   331 |      0 |      0 |            0 |
|       cci_m30_bram_bram                                                             |                        BRAM2__parameterized56 |         24 |         24 |       0 |    0 |     0 |      2 |      0 |            0 |
|       cci_m31_bram_bram                                                             |                        BRAM2__parameterized57 |         23 |         23 |       0 |    0 |     0 |      2 |      0 |            0 |
|       cci_m32_bram_bram                                                             |                        BRAM2__parameterized58 |       1176 |       1176 |       0 |    0 |     0 |    128 |      0 |            0 |
|       cci_m33_bram_bram                                                             |                        BRAM2__parameterized59 |       1185 |       1185 |       0 |    0 |     0 |      4 |      0 |            0 |
|       cci_m35_pff                                                                   |                    SizedFIFO__parameterized37 |       3478 |       3258 |     220 |    0 |   337 |      0 |      0 |            0 |
|       cci_m36_pff                                                                   |                    SizedFIFO__parameterized38 |      14730 |      14514 |     216 |    0 |   331 |      0 |      0 |            0 |
|       cci_m37_pff                                                                   |                    SizedFIFO__parameterized39 |       2968 |       2748 |     220 |    0 |   340 |      0 |      0 |            0 |
|       cci_m3_pff                                                                    |                    SizedFIFO__parameterized40 |      54364 |      54144 |     220 |    0 |   340 |      0 |      0 |            0 |
|       cci_m41_pff                                                                   |                       FIFO2__parameterized159 |       4607 |       4607 |       0 |    0 |   654 |      0 |      0 |            0 |
|       cci_m42_pff                                                                   |                       FIFO2__parameterized160 |       1172 |       1172 |       0 |    0 |   644 |      0 |      0 |            0 |
|       cci_m43_pff                                                                   |                       FIFO2__parameterized161 |       2443 |       2443 |       0 |    0 |   654 |      0 |      0 |            0 |
|       cci_m45_bram_bram                                                             |                        BRAM2__parameterized60 |         19 |         19 |       0 |    0 |     0 |      1 |      0 |            0 |
|       cci_m46_bram_bram                                                             |                        BRAM2__parameterized61 |         36 |         36 |       0 |    0 |     0 |      1 |      0 |            0 |
|       cci_m47_bram_bram                                                             |                        BRAM2__parameterized62 |         18 |         18 |       0 |    0 |     0 |      1 |      0 |            0 |
|       cci_m48_bram_bram                                                             |                        BRAM2__parameterized63 |         21 |         21 |       0 |    0 |     0 |      1 |      0 |            0 |
|       cci_m49_bram_bram                                                             |                        BRAM2__parameterized64 |         18 |         18 |       0 |    0 |     0 |      1 |      0 |            0 |
|       cci_m50_bram_bram                                                             |                        BRAM2__parameterized65 |         34 |         34 |       0 |    0 |     0 |      1 |      0 |            0 |
|       cci_m51_bram_bram                                                             |                        BRAM2__parameterized66 |         18 |         18 |       0 |    0 |     0 |      1 |      0 |            0 |
|       cci_m52_bram_bram                                                             |                        BRAM2__parameterized67 |         29 |         29 |       0 |    0 |     0 |      1 |      0 |            0 |
|       cci_m53_bram_bram                                                             |                        BRAM2__parameterized68 |         23 |         23 |       0 |    0 |     0 |      1 |      0 |            0 |
|       cci_m54_bram_bram                                                             |                        BRAM2__parameterized69 |         21 |         21 |       0 |    0 |     0 |      1 |      0 |            0 |
|       cci_m55_bram_bram                                                             |                        BRAM2__parameterized70 |         30 |         30 |       0 |    0 |     0 |      1 |      0 |            0 |
|       cci_m56_bram_bram                                                             |                        BRAM2__parameterized71 |         30 |         30 |       0 |    0 |     0 |      1 |      0 |            0 |
|       cci_m57_bram_bram                                                             |                        BRAM2__parameterized72 |        652 |        652 |       0 |    0 |     0 |     28 |      1 |            0 |
|       cci_m58_bram_bram                                                             |                                       BRAM2_0 |       1088 |       1088 |       0 |    0 |     0 |      1 |      0 |            0 |
|       cci_m60_pff                                                                   |                    SizedFIFO__parameterized41 |        793 |        601 |     192 |    0 |   298 |      0 |      0 |            0 |
|       cci_m61_pff                                                                   |                    SizedFIFO__parameterized42 |       6900 |       6680 |     220 |    0 |   340 |      0 |      0 |            0 |
|       cci_m65_pff                                                                   |                       FIFO2__parameterized162 |        845 |        845 |       0 |    0 |   651 |      0 |      0 |            0 |
|       cci_m66_pff                                                                   |                       FIFO2__parameterized163 |        965 |        965 |       0 |    0 |   644 |      0 |      0 |            0 |
|       cci_m67_pff                                                                   |                       FIFO2__parameterized164 |      16182 |      16182 |       0 |    0 |   654 |      0 |      0 |            0 |
|       cci_m68_pff                                                                   |                       FIFO2__parameterized165 |        416 |        416 |       0 |    0 |   538 |      0 |      0 |            0 |
|       cci_m69_pff                                                                   |                       FIFO2__parameterized166 |       1419 |       1419 |       0 |    0 |   542 |      0 |      0 |            0 |
|       cci_m71_bram_bram                                                             |                        BRAM2__parameterized73 |         26 |         26 |       0 |    0 |     0 |      1 |      0 |            0 |
|       cci_m72_bram_bram                                                             |                        BRAM2__parameterized74 |         17 |         17 |       0 |    0 |     0 |      1 |      0 |            0 |
|       cci_m73_bram_bram                                                             |                        BRAM2__parameterized75 |         19 |         19 |       0 |    0 |     0 |      1 |      0 |            0 |
|       cci_m74_bram_bram                                                             |                        BRAM2__parameterized76 |         26 |         26 |       0 |    0 |     0 |      1 |      0 |            0 |
|       cci_m75_bram_bram                                                             |                        BRAM2__parameterized77 |        391 |        391 |       0 |    0 |     0 |      7 |      1 |            0 |
|       cci_m76_bram_bram                                                             |                        BRAM2__parameterized78 |        559 |        559 |       0 |    0 |     0 |      0 |      1 |            0 |
|       cci_m78_pff                                                                   |                    SizedFIFO__parameterized43 |        667 |        475 |     192 |    0 |   298 |      0 |      0 |            0 |
|       cci_m79_pff                                                                   |                    SizedFIFO__parameterized44 |       6902 |       6682 |     220 |    0 |   338 |      0 |      0 |            0 |
